;Kingdom;Phylum;Class;Order;Family;Genus;Species
ASV_6914;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;NA
ASV_6915;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV_6916;Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;NA
ASV_6917;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;NA
ASV_6918;Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;NA;NA;NA
ASV_6919;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_6920;Bacteria;Cyanobacteria;Cyanobacteriia;NA;NA;NA;NA
ASV_6921;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
ASV_6922;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_6923;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;NA;NA
ASV_6924;Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
ASV_6925;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
ASV_6926;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA
ASV_6927;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;NA;NA
ASV_6928;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_6929;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_6930;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_6931;Bacteria;Myxococcota;NA;NA;NA;NA;NA
ASV_6932;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;NA
ASV_6933;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;NA
ASV_6934;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;NA;NA
ASV_6935;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;NA;NA
ASV_6936;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA
ASV_6937;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Proteocatella;NA
ASV_6938;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_6939;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_6940;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
ASV_6941;Bacteria;Chloroflexi;Gitt-GS-136;NA;NA;NA;NA
ASV_6942;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
ASV_6943;Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;NA
ASV_6944;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;NA;NA
ASV_6945;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_6946;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;NA;NA
ASV_6947;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;NA
ASV_6948;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_6949;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
ASV_6950;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis;NA
ASV_6951;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV_6952;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;NA
ASV_6953;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_6954;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Cerasicoccus;NA
ASV_6955;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_6956;Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;NA
ASV_6957;Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;NA
ASV_6958;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;NA
ASV_6959;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;NA;NA;NA
ASV_6960;Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;NA
ASV_6961;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;LD29;NA
ASV_6962;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Gallicola;NA
ASV_6963;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;moorei
ASV_6964;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;NA
ASV_6965;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_6966;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;NA
ASV_6967;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA
ASV_6968;Bacteria;NA;NA;NA;NA;NA;NA
ASV_6969;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA;NA
ASV_6970;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;NA
ASV_6971;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_6972;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;NA
ASV_6973;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;NA;NA
ASV_6974;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV_6975;Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Tolypothrix;NA
ASV_6976;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;NA;NA
ASV_6977;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;NA
ASV_6978;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
ASV_6979;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;NA;NA
ASV_6980;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Candidatus Vestibaculum;NA
ASV_6981;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;NA
ASV_6982;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV_6983;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;NA
ASV_6984;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_6985;Bacteria;WPS-2;NA;NA;NA;NA;NA
ASV_6986;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;FFCH5858;NA
ASV_6987;Bacteria;Chloroflexi;KD4-96;NA;NA;NA;NA
ASV_6988;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;NA
ASV_6989;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;NA
ASV_6990;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;NA
ASV_6991;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV_6992;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;NA
ASV_6993;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV_6994;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA
ASV_6995;Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae;Anaerofustis;NA
ASV_6996;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV_6997;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;NA
ASV_6998;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;NA
ASV_6999;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_7000;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;NA;NA
ASV_7001;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_7002;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV_7003;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella;NA
ASV_7004;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;NA
ASV_7005;Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA
ASV_7006;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV_7007;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7008;Bacteria;NA;NA;NA;NA;NA;NA
ASV_7009;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas;NA
ASV_7010;Bacteria;NA;NA;NA;NA;NA;NA
ASV_7011;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;NA
ASV_7012;Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;NA
ASV_7013;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7014;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rubritepida;NA
ASV_7015;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;NA
ASV_7016;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Seminibacterium;NA
ASV_7017;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;vadinHA21;NA;NA
ASV_7018;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;NA;NA
ASV_7019;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Odyssella;NA
ASV_7020;Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;NA
ASV_7021;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;NA
ASV_7022;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus Soleaferrea;NA
ASV_7023;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV_7024;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV_7025;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 12;NA
ASV_7026;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;wooponensis
ASV_7027;Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;NA;NA
ASV_7028;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV_7029;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
ASV_7030;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga;NA
ASV_7031;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV_7032;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV_7033;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;COB P4-1 termite group;NA;NA
ASV_7034;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV_7035;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacter;NA
ASV_7036;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;NA;NA
ASV_7037;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Termite Treponema cluster;NA
ASV_7038;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV_7039;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV_7040;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;NA;NA
ASV_7041;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;NA
ASV_7042;Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;NA
ASV_7043;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
ASV_7044;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Chungangia;NA
ASV_7045;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;NA
ASV_7046;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;NA
ASV_7047;Archaea;Crenarchaeota;Bathyarchaeia;NA;NA;NA;NA
ASV_7048;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Phreatobacter;NA
ASV_7049;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Allobaculum;NA
ASV_7050;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV_7051;Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;NA
ASV_7052;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;NA;NA
ASV_7053;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;NA;NA;NA
ASV_7054;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;NA
ASV_7055;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;NA
ASV_7056;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV_7057;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;NA;NA
ASV_7058;Bacteria;Chloroflexi;AD3;NA;NA;NA;NA
ASV_7059;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;SH-PL14;NA
ASV_7060;Bacteria;Dependentiae;Babeliae;Babeliales;NA;NA;NA
ASV_7061;Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;NA
ASV_7062;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;NA
ASV_7063;Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;NA
ASV_7064;Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;JG30-KF-AS9;NA;NA
ASV_7065;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV_7066;Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;NA
ASV_7067;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;NA
ASV_7068;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;NA;NA
ASV_7069;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7070;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_7071;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;NA
ASV_7072;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Zavarzinella;NA
ASV_7073;Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;NA
ASV_7074;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;NA;NA;NA
ASV_7075;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_7076;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7077;Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;NA
ASV_7078;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA;NA
ASV_7079;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV_7080;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Rickettsiella;NA
ASV_7081;Bacteria;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;NA;NA
ASV_7082;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
ASV_7083;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7084;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7085;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;NA
ASV_7086;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV_7087;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;NA
ASV_7088;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7089;Bacteria;NA;NA;NA;NA;NA;NA
ASV_7090;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7091;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;NA
ASV_7092;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;NA
ASV_7093;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7094;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV_7095;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV_7096;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;NA;NA
ASV_7097;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Kaistiaceae;Kaistia;NA
ASV_7098;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;NA;NA
ASV_7099;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;NA
ASV_7100;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV_7101;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Xiphinematobacteraceae;Candidatus Xiphinematobacter;NA
ASV_7102;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;jiangsuensis
ASV_7103;Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;NA;NA;NA
ASV_7104;Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;NA;NA;NA
ASV_7105;Bacteria;Acidobacteriota;Subgroup 5;NA;NA;NA;NA
ASV_7106;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;parvula
ASV_7107;Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;NA
ASV_7108;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;NA
ASV_7109;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;NA
ASV_7110;Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
ASV_7111;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;IMCC26207;NA
ASV_7112;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7113;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;NA
ASV_7114;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA
ASV_7115;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
ASV_7116;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;NA;NA
ASV_7117;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Savagea;NA
ASV_7118;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7119;Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Oscillochloris;NA
ASV_7120;Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis;NA
ASV_7121;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;NA
ASV_7122;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;NA;NA
ASV_7123;Bacteria;Planctomycetota;OM190;NA;NA;NA;NA
ASV_7124;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;NA
ASV_7125;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;NA
ASV_7126;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA;NA
ASV_7127;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;NA
ASV_7128;Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;NA
ASV_7129;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7130;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA
ASV_7131;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7132;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NA;NA
ASV_7133;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Candidatus Tremblaya;NA
ASV_7134;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
ASV_7135;Bacteria;NB1-j;NA;NA;NA;NA;NA
ASV_7136;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;NA
ASV_7137;Bacteria;Acidobacteriota;Acidobacteriae;Paludibaculum;NA;NA;NA
ASV_7138;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;NA
ASV_7139;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;NA;NA;NA
ASV_7140;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;SWB02;NA
ASV_7141;Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;NA
ASV_7142;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;NA
ASV_7143;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;NA;NA
ASV_7144;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
ASV_7145;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7146;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;NA
ASV_7147;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;NA
ASV_7148;Bacteria;Planctomycetota;OM190;NA;NA;NA;NA
ASV_7149;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;NA
ASV_7150;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA
ASV_7151;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;NA
ASV_7152;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Howardella;NA
ASV_7153;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;NA
ASV_7154;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;NA
ASV_7155;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;NA
ASV_7156;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV_7157;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;NA
ASV_7158;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;NA;NA
ASV_7159;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;NA
ASV_7160;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7161;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;NA
ASV_7162;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV_7163;Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;NA
ASV_7164;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV_7165;Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Anaerobacterium;NA
ASV_7166;Bacteria;Planctomycetota;Planctomycetes;NA;NA;NA;NA
ASV_7167;Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA
ASV_7168;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;NA
ASV_7169;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV_7170;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA
ASV_7171;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
